id,heat_deviation,speed_deviation,assembly_line_num,days_since_last_service,sensor_back,sensor_front,operator
40117,-1.695626292,1.711320192,assembly_1,102,-1.652643856,1.841493245,operator3
40118,-0.734532245,0.010412978,assembly_0,102,-0.513424895,1.59608374,operator2
40119,1.086722835,2.218906599,assembly_2,101,-0.360366133,-0.461361098,operator3
40120,-2.49222376,0.619549495,assembly_2,99,0.405485362,2.747321516,operator2
40121,-3.231126547,-1.865471509,assembly_0,98,-0.271564109,2.065023572,operator2
40122,-1.703788577,2.687271014,assembly_4,103,0.135594266,4.121109066,operator2
40123,-1.802373173,1.050278178,assembly_2,98,-0.148080733,1.020143633,operator3
40124,-0.953859896,0.511253246,assembly_0,101,-1.309358981,0.46581085,operator2
40125,-1.255366602,2.832287419,assembly_2,103,-1.097844826,2.362032086,operator2
40126,-0.495440093,2.469747775,assembly_1,102,-1.189158785,0.929643454,operator2
40127,-3.21123483,0.151262406,assembly_0,102,-1.698796831,2.619468563,operator3
40128,-0.424656733,0.030564146,assembly_1,99,0.577260261,0.896806859,operator2
40129,-1.909242891,-2.802283604,assembly_0,98,0.810684304,1.791891678,operator3
40130,-1.485576676,-2.310383692,assembly_1,100,-0.837475005,0.515911759,operator2
40131,-0.520358351,-1.696678314,assembly_1,100,-0.563045681,-0.078120975,operator4
40132,-0.530733647,1.321702493,assembly_1,100,-0.964985321,0.04134087,operator4
40133,-1.36238669,-0.725199255,assembly_0,101,-1.026653118,1.453368622,operator3
40134,-0.699587177,-0.245851487,assembly_0,99,-0.035688197,0.463750697,operator3
40135,-2.365783454,1.058891307,assembly_0,103,-1.644038636,2.677793907,operator2
40136,-0.944311774,1.469825391,assembly_1,100,-0.970569891,0.10159154,operator2
40137,-2.488042236,2.972660741,assembly_4,100,-0.324354601,2.76611749,operator2
40138,-0.56210489,0.811223124,assembly_0,100,-1.021914858,0.051838362,operator2
40139,0.760492821,0.875468276,assembly_0,99,-1.149170761,-2.537174041,operator4
40140,-0.635329134,0.535048552,assembly_0,99,-1.32166639,-0.92029225,operator2
40141,1.309646437,-0.422782305,assembly_0,103,-0.081135074,0.740236176,operator4
40142,-0.760766919,-1.920819094,assembly_0,99,0.429555682,0.728549537,operator2
40143,-2.565353782,-1.484058737,assembly_0,101,-0.898002861,2.347768816,operator4
40144,-0.446227956,-0.489796387,assembly_0,100,-0.044233303,0.825273858,operator2
40145,-1.174226154,-1.354710382,assembly_0,100,-0.615111733,0.817214082,operator3
40146,0.50224654,-2.032898494,assembly_1,100,-0.261878066,-0.633335759,operator2
40147,-1.857089616,1.045591632,assembly_4,101,1.015825427,3.936103331,operator3
40148,-2.535990986,-1.794657796,assembly_1,100,-1.062550822,1.863664289,operator2
40149,-1.128152466,1.010408815,assembly_3,104,0.26808001,4.250631113,operator4
40150,1.897703371,-3.284296932,assembly_2,101,0.189179022,-1.057140081,operator3
40151,-0.322840952,-0.701909361,assembly_0,102,-1.106193987,0.414884237,operator2
40152,0.62908338,-3.027379367,assembly_1,98,0.20943626,-1.360687953,operator2
40153,-0.298667161,-0.28174255,assembly_1,100,0.035506953,0.857657309,operator2
40154,-0.161641713,-2.003943251,assembly_0,99,-0.000695164,-0.280404012,operator3
40155,-3.455679583,1.736889835,assembly_1,102,-1.744364399,3.07556719,operator2
40156,-2.035663643,0.996273966,assembly_1,100,-0.704468567,1.64373096,operator4
40157,0.343945121,0.985165197,assembly_1,102,-0.735174725,0.515607676,operator2
40158,0.280016252,1.941010425,assembly_0,102,-1.393522231,-0.103253257,operator2
40159,-0.574227966,1.244088796,assembly_0,100,-1.342061205,-0.609417038,operator2
40160,-0.590802305,1.469179897,assembly_1,101,-0.766888432,0.750089512,operator3
40161,-0.991573821,-2.237363503,assembly_0,100,0.329910219,1.298141736,operator2
40162,-1.221482271,0.098725649,assembly_1,102,-0.53197049,2.07938819,operator2
40163,-1.352962923,-1.153530634,assembly_0,101,-0.535558487,1.493246912,operator3
40164,-0.782379232,3.066944417,assembly_4,105,-0.00418498,4.459506412,operator4
40165,0.059976148,0.983407253,assembly_0,101,-0.968079432,0.113517174,operator2
40166,-0.453824818,5.139548455,assembly_3,102,-1.641654731,0.780621132,operator3
40167,-1.327721217,3.044554905,assembly_3,102,-0.370453254,2.87954554,operator2
40168,-2.288266859,0.303664798,assembly_1,100,-0.30734271,1.982286566,operator2
40169,0.903132571,-2.314962674,assembly_0,99,0.43369639,-0.680418329,operator3
40170,-1.158652292,-1.622810536,assembly_0,100,0.023516194,1.45685447,operator3
40171,-0.376466341,-0.915468297,assembly_0,100,-0.203160062,0.286983709,operator4
40172,-2.065361958,1.487939812,assembly_1,99,-0.792846454,1.21225236,operator4
40173,-2.368088349,-1.090412058,assembly_1,102,-1.913622928,1.948509985,operator2
40174,-0.841325496,-2.167214194,assembly_1,100,-0.477148277,0.594928131,operator2
40175,-1.021425901,-0.870435893,assembly_0,101,0.004288016,1.791681802,operator2
40176,1.395173534,0.595273049,assembly_1,102,-1.715226188,-1.551203614,operator2
40177,-3.226677237,-2.409397235,assembly_1,100,-1.45744669,1.907596171,operator2
40178,-2.429093971,1.674957866,assembly_3,99,-0.012633881,2.018159646,operator2
40179,-1.368335837,2.338971329,assembly_2,99,-0.936241876,0.174299495,operator3
40180,-0.617368197,2.990136479,assembly_2,104,-1.365999974,2.406927262,operator3
40181,-0.2419527,0.267166226,assembly_0,100,-0.447246049,0.41058908,operator4
40182,-0.35671791,1.032945688,assembly_3,100,0.949051695,1.778175957,operator5
40183,-1.29504006,3.231445352,assembly_1,100,-1.76286221,-0.198746818,operator4
40184,-1.360559302,1.326644198,assembly_1,101,-1.147218518,1.10424801,operator2
40185,-0.899744239,-0.566229409,assembly_0,100,-0.206851313,0.817048085,operator2
40186,-1.481593671,-0.632390763,assembly_0,102,-1.438066938,1.757568687,operator3
40187,-3.557780498,0.097016408,assembly_0,102,-2.071225908,3.151280854,operator2
40188,-1.199368643,1.769259839,assembly_3,104,-0.153016161,4.2323656,operator2
40189,-0.781946429,-0.704497301,assembly_0,101,-0.515655698,1.174360362,operator3
40190,-1.721705246,-0.893620311,assembly_3,100,1.559835216,4.100525079,operator2
40191,-1.057000261,-2.161594709,assembly_0,99,-0.223896614,0.245223888,operator3
40192,-0.461519106,-0.401140417,assembly_1,101,0.366458702,1.561228037,operator2
40193,-0.246321804,1.29736543,assembly_1,101,-0.797050078,0.450122003,operator2
40194,-1.489160928,0.315508056,assembly_2,99,0.351120074,1.276908128,operator4
40195,-2.027832573,-0.393763453,assembly_0,101,-1.213176738,1.921564088,operator3
40196,-0.672524137,1.080193514,assembly_3,101,0.446053643,2.418068586,operator2
40197,-1.395297895,-0.713357196,assembly_0,101,-0.779581115,1.366351464,operator2
40198,-0.418893509,-1.260806782,assembly_0,100,0.045621495,0.858543554,operator3
40199,-0.828381827,-1.521182664,assembly_0,99,0.322627371,0.471396587,operator3
40200,-1.860510006,-2.827835193,assembly_1,101,-0.67007726,1.709007269,operator3
40201,0.212272647,1.847618539,assembly_0,100,-1.745288474,-1.985757281,operator4
40202,-0.517230533,1.540944744,assembly_0,99,-1.769431639,-1.613579423,operator2
40203,0.085647226,-1.596042771,assembly_0,100,0.288672281,0.738921983,operator3
40204,-1.284323931,-1.421090648,assembly_0,101,-0.713687962,1.349343525,operator2
40205,0.578186363,-2.198409647,assembly_1,100,-0.009075913,-0.075549852,operator2
40206,0.256528269,-3.013920999,assembly_1,99,0.519526243,-0.446595968,operator3
40207,-1.492799747,1.108121951,assembly_0,99,-1.240905652,-0.22770152,operator3
40208,-0.491531639,1.5008056,assembly_2,102,-0.38300724,1.870165312,operator3
40209,-2.683692819,0.810246433,assembly_3,101,0.676364653,4.672664284,operator3
40210,-0.550690651,-1.055892952,assembly_0,100,-0.022310772,0.96958529,operator2
40211,-1.252087623,-1.889287935,assembly_0,100,-0.068916634,1.293939378,operator3
40212,-2.057638377,-2.327004402,assembly_2,101,1.825883003,4.750946483,operator3
40213,-1.571652064,1.425581797,assembly_2,101,-0.130612276,2.344164022,operator3
40214,-0.862195778,-0.44366175,assembly_0,101,-0.701861578,0.738359846,operator2
40215,-0.407199532,2.083836208,assembly_1,101,-1.312419246,0.300831076,operator3
40216,-1.253222904,-0.016042642,assembly_1,101,-0.436169177,1.852398591,operator3
40217,-0.46316331,0.315773343,assembly_2,101,0.453291447,1.854836207,operator3
40218,2.358225875,0.875802381,assembly_2,100,-2.263743191,-4.429986137,operator4
40219,-0.368990197,-1.36801784,assembly_0,100,0.125990349,1.029026914,operator3
40220,-0.895648484,-0.442782028,assembly_2,100,0.999490675,2.251335533,operator2
40221,-0.886540134,-0.329723834,assembly_1,98,0.258762416,0.25454879,operator3
40222,-1.619699401,0.627911681,assembly_1,102,-0.327904453,2.848038475,operator2
40223,-0.948657639,-0.264526005,assembly_2,99,0.90024273,1.741171773,operator2
40224,-2.132190605,-1.030974868,assembly_5,101,2.915765071,6.27138475,operator2
40225,-2.338971065,-1.092588501,assembly_0,101,-0.746345475,2.504791478,operator2
40226,-0.907038239,-0.117962503,assembly_0,100,-0.285271865,0.809357089,operator2
40227,-0.528093993,0.142489355,assembly_1,101,0.130844042,1.773243234,operator2
40228,-0.883105662,-0.185730463,assembly_2,103,0.837521329,4.150124947,operator2
40229,-0.590892716,4.114038753,assembly_2,102,-1.552404604,0.814186857,operator2
40230,-2.472869604,1.353586506,assembly_1,102,-1.633696176,2.306698665,operator3
40231,1.166193367,0.582011989,assembly_2,99,1.10724133,-0.244656497,operator2
40232,-1.975152795,2.33823963,assembly_4,102,0.0382957,4.117761875,operator2
40233,1.056446053,0.219466816,assembly_1,101,-0.002259684,0.101567651,operator3
40234,-0.419306425,0.187513691,assembly_0,100,-0.639378314,0.317718649,operator2
40235,-1.708443321,-1.199011087,assembly_2,98,1.442457319,2.421242999,operator2
40236,0.421126824,-4.567901777,assembly_2,98,0.590647075,-1.004226457,operator4
40237,-1.750987348,1.558884078,assembly_2,101,-0.171897316,2.768004903,operator2
40238,-0.509509671,0.319516074,assembly_0,99,-1.116064338,-1.016677983,operator2
40239,-2.193126562,-2.201483973,assembly_1,100,-1.275789492,1.009924356,operator2
40240,-1.20176578,-0.637365605,assembly_2,98,0.965987587,1.337365565,operator3
40241,-0.054946454,-1.33152024,assembly_0,101,-0.493102698,0.543170728,operator4
40242,1.459956466,0.84572449,assembly_0,101,-0.637479038,-1.329033455,operator4
40243,-0.772381354,1.780585619,assembly_3,101,0.295106499,2.153316652,operator2
40244,-2.24478729,-0.657348415,assembly_0,101,-0.369965933,2.599665104,operator2
40245,-1.07890355,1.379178922,assembly_1,101,-0.937547656,1.3248419,operator3
40246,-0.768659467,0.772562849,assembly_1,101,-0.333363254,1.426158576,operator4
40247,-1.975295907,0.5791634,assembly_2,101,0.25092151,3.231007506,operator2
40248,-2.288817298,-1.48621785,assembly_0,100,-0.574091388,1.940410276,operator2
40249,-1.636505521,-2.684427183,assembly_0,100,-0.161504913,1.825656765,operator2
40250,0.148624934,-1.802725609,assembly_0,99,0.188460237,-0.040138223,operator2
40251,-2.967579536,-0.251705846,assembly_0,102,-2.097209017,2.075245757,operator2
40252,-3.821408309,1.244926451,assembly_0,103,-2.517761533,3.163769285,operator2
40253,-2.284857556,0.354196393,assembly_0,102,-1.332823703,2.663350035,operator2
40254,-1.197407005,-0.287908864,assembly_3,102,1.153500744,4.306140844,operator2
40255,-2.930543933,-0.096210808,assembly_0,101,-1.14705259,2.64862096,operator3
40256,-0.664614698,-1.523784205,assembly_0,101,0.099911959,1.657787109,operator3
40257,-1.136909175,-1.571483602,assembly_1,101,-1.072431936,0.576918183,operator3
40258,-1.313537268,-1.382819192,assembly_0,99,-0.496465093,0.359104534,operator2
40259,-2.151248437,-0.660656556,assembly_0,98,-0.56797896,0.397310131,operator2
40260,0.749448625,2.656793812,assembly_1,101,-1.603484509,-1.328674788,operator3
40261,-0.877264352,2.569971817,assembly_1,100,-1.428926052,0.01107868,operator2
40262,-1.101312374,1.139375208,assembly_1,100,-0.531328949,0.716755028,operator2
40263,-0.419650707,1.346719628,assembly_2,102,-0.11160472,2.11680776,operator2
40264,0.002827504,-0.360350855,assembly_0,99,0.153166224,-0.191684961,operator2
40265,-1.658203906,0.672700558,assembly_0,103,-1.554441893,2.457366022,operator2
40266,0.597862945,0.046947605,assembly_1,101,0.161031836,0.34347193,operator2
40267,1.014414453,0.152728238,assembly_0,102,-0.638817453,-0.309429835,operator3
40268,0.197423262,-1.042501266,assembly_0,100,0.15524035,0.322045645,operator2
40269,-0.831538595,0.832901891,assembly_2,99,0.286676637,1.051809803,operator2
40270,0.740698204,-0.285361439,assembly_1,100,0.437043838,-0.118384475,operator2
40271,-2.200665872,-0.152339642,assembly_0,100,-0.666930183,2.02055917,operator2
40272,0.017558297,-0.340103138,assembly_1,101,0.112418683,1.221037021,operator4
40273,-1.223414334,-0.393568269,assembly_0,100,-0.351029372,0.819930848,operator2
40274,-2.572254458,-2.292418941,assembly_0,101,-0.716932062,2.553663299,operator4
40275,-1.499677521,-0.907934108,assembly_0,101,-1.016273732,1.153476098,operator2
40276,-0.105346195,0.939963788,assembly_1,100,-0.61007088,-0.390578115,operator2
40277,0.049335809,0.906232483,assembly_1,101,-0.420561666,0.319404281,operator3
40278,-0.931639642,-0.951736945,assembly_0,100,-0.561182997,0.5871228,operator2
40279,-1.544062159,-2.194574284,assembly_1,101,1.310796339,3.733802546,operator2
40280,-1.298394797,-0.793591997,assembly_0,100,-0.605180503,0.707178857,operator4
40281,-1.214389898,-1.180651063,assembly_0,100,-0.273373548,1.39222208,operator4
40282,-0.687323267,2.717466363,assembly_1,100,-1.629449303,-0.891085775,operator1
40283,0.137904954,-2.532164151,assembly_0,100,0.140042669,0.426003656,operator2
40284,-1.355964108,1.000548861,assembly_1,100,-0.888918273,0.715735398,operator3
40285,0.074137438,-0.278376897,assembly_1,101,0.688412881,1.446825053,operator2
40286,-1.03421395,-0.444631546,assembly_0,101,-0.637301728,1.081929035,operator4
40287,-2.73926979,-1.202437964,assembly_0,101,-0.501749267,2.880268691,operator3
40288,-0.357939515,-0.346718601,assembly_0,99,-0.171096832,0.135227919,operator2
40289,-1.888629691,-0.122603555,assembly_0,102,-0.904946789,2.385556576,operator3
40290,-0.862215797,0.664551287,assembly_0,103,-2.15313368,0.533460535,operator2
40291,0.158844329,2.342755068,assembly_1,101,-1.404165594,-0.888014118,operator3
40292,-0.225043052,-0.458445996,assembly_1,99,0.590564972,0.52894288,operator3
40293,-0.638156405,0.347392315,assembly_0,99,-0.420441624,-0.199325311,operator2
40294,-0.404897127,3.035602379,assembly_2,102,-1.270200037,0.896143328,operator4
40295,-1.14530705,-1.015377806,assembly_1,101,0.617221321,2.534486862,operator2
40296,-0.493979679,3.16257119,assembly_2,102,-1.104412343,1.229509867,operator2
40297,-1.558755783,1.007204103,assembly_2,101,-0.053742672,2.800025305,operator4
40298,-1.050203226,-0.360354097,assembly_1,101,0.045843055,1.792872664,operator3
40299,-1.792695772,0.26649924,assembly_1,101,-0.547578879,2.149918475,operator3
40300,-2.827266101,-1.819266946,assembly_2,98,1.36758553,3.017993267,operator2
40301,-1.341385023,1.706421075,assembly_2,101,-0.125389628,2.48415015,operator2
40302,-1.354014432,-0.12557986,assembly_0,101,-0.670409703,1.590940333,operator2
40303,-1.138214842,-0.771336313,assembly_0,98,0.174004637,0.553454944,operator4
40304,-0.146468038,-1.251889388,assembly_0,101,-0.397725042,0.376932781,operator2
40305,-0.384093259,1.772327558,assembly_1,101,-1.229892747,-0.143476172,operator2
40306,-3.772426591,0.88632824,assembly_0,103,-1.846454109,3.930990189,operator3
40307,-0.893881044,2.144751883,assembly_1,102,-1.642692962,0.590349311,operator4
40308,-1.476293112,0.083599206,assembly_0,101,-0.63291253,1.989742703,operator2
40309,1.85652049,-2.162356893,assembly_0,99,1.031999714,-0.795494177,operator3
40310,-0.819068255,-0.404958631,assembly_1,102,0.214649517,2.395694758,operator3
40311,-1.556518841,-2.734902764,assembly_0,99,0.200092755,1.530766607,operator2
40312,-0.117413954,2.747038567,assembly_2,103,-1.149331237,1.008339405,operator3
40313,-0.691183738,-1.037943516,assembly_0,100,-0.765010154,0.225333094,operator4
40314,-0.388692774,-0.403769098,assembly_0,101,-0.223887969,0.908006616,operator1
40315,-1.43820795,1.589372876,assembly_2,101,-0.587653431,1.674142707,operator2
40316,-0.355762072,-2.228705201,assembly_0,99,0.249663961,0.083932816,operator3
40317,-1.123670511,-0.773752326,assembly_1,101,-1.421579779,0.630164317,operator2
40318,-3.344873016,-0.330767878,assembly_0,101,-1.530704999,2.284764483,operator2
40319,-0.977930261,1.506823889,assembly_0,100,-1.53392526,-0.119094098,operator2
40320,-0.037244792,-1.321096723,assembly_0,100,0.687126296,0.954665342,operator2
40321,-0.479296718,1.051960253,assembly_2,101,-0.084323068,1.277133504,operator2
40322,0.224383001,1.8082554,assembly_1,102,-0.930008074,0.26745799,operator4
40323,-0.478681829,-0.563178864,assembly_0,100,-0.141350284,0.586254142,operator2
40324,-2.193548152,-1.511403742,assembly_2,100,1.156730566,4.012134663,operator2
40325,-0.70502961,0.146780326,assembly_1,100,0.406583301,1.331977167,operator1
40326,-0.773045669,-1.807177865,assembly_0,100,0.414701391,1.514267405,operator3
40327,-1.446540512,-1.266320181,assembly_3,101,1.744293979,4.478435375,operator2
40328,-2.046308444,1.719057124,assembly_4,101,0.46624046,3.529162943,operator4
40329,-0.845087247,-1.022483693,assembly_2,98,1.599998438,1.931878205,operator2
40330,-2.202999523,-0.098121781,assembly_0,100,-0.689176301,1.623442572,operator3
40331,-1.034206175,0.904620416,assembly_1,101,-0.667831853,1.444883916,operator2
40332,-2.687193717,1.186640178,assembly_4,102,1.058551251,5.897091103,operator3
40333,-0.157104214,2.409223571,assembly_4,102,0.618501131,2.729876183,operator2
40334,-0.62247597,3.246684485,assembly_2,103,-1.315305701,1.83134644,operator3
40335,-2.09252422,-0.88272019,assembly_1,99,0.759576947,2.405629572,operator3
40336,-2.023159648,1.908001703,assembly_2,101,-1.061078858,1.841515419,operator2
